,repo_id,repo_name,year,month,pull_request_count,commit_count,issue_count,review_count,message_count,total_contributions,growth_rate
275,25537.0,llama_index,2024.0,5.0,307.0,2026.0,327.0,887.0,2479.0,6026.0,1736.0
276,25537.0,llama_index,2024.0,6.0,287.0,1128.0,265.0,579.0,1683.0,3942.0,-2084.0
277,25537.0,llama_index,2024.0,7.0,243.0,1006.0,296.0,411.0,1523.0,3479.0,-463.0
278,25537.0,llama_index,2024.0,8.0,334.0,2268.0,305.0,534.0,1767.0,5208.0,1729.0
279,25537.0,llama_index,2024.0,9.0,236.0,1274.0,215.0,0.0,981.0,2706.0,-2502.0
280,25538.0,semantic-kernel,2024.0,3.0,266.0,1139.0,166.0,1013.0,1893.0,4477.0,
281,25538.0,semantic-kernel,2024.0,4.0,184.0,2373.0,141.0,1110.0,1705.0,5513.0,1036.0
282,25538.0,semantic-kernel,2024.0,5.0,228.0,2718.0,142.0,1095.0,1479.0,5662.0,149.0
283,25538.0,semantic-kernel,2024.0,6.0,186.0,744.0,303.0,950.0,1476.0,3659.0,-2003.0
284,25538.0,semantic-kernel,2024.0,7.0,261.0,998.0,209.0,1081.0,1375.0,3924.0,265.0
285,25538.0,semantic-kernel,2024.0,8.0,191.0,985.0,133.0,176.0,613.0,2098.0,-1826.0
286,25538.0,semantic-kernel,2024.0,9.0,207.0,1102.0,143.0,0.0,402.0,1854.0,-244.0
287,25539.0,stable-diffusion-webui,2024.0,3.0,98.0,370.0,128.0,91.0,836.0,1523.0,
288,25539.0,stable-diffusion-webui,2024.0,4.0,49.0,128.0,118.0,32.0,606.0,933.0,-590.0
289,25539.0,stable-diffusion-webui,2024.0,5.0,61.0,76.0,92.0,16.0,672.0,917.0,-16.0
290,25539.0,stable-diffusion-webui,2024.0,6.0,50.0,188.0,71.0,61.0,646.0,1016.0,99.0
291,25539.0,stable-diffusion-webui,2024.0,7.0,45.0,117.0,68.0,43.0,466.0,739.0,-277.0
292,25539.0,stable-diffusion-webui,2024.0,8.0,18.0,0.0,61.0,2.0,294.0,375.0,-364.0
293,25539.0,stable-diffusion-webui,2024.0,9.0,7.0,0.0,27.0,0.0,197.0,231.0,-144.0
294,25540.0,peft,2024.0,3.0,34.0,120.0,49.0,185.0,730.0,1118.0,
295,25540.0,peft,2024.0,4.0,44.0,185.0,42.0,168.0,810.0,1249.0,131.0
296,25540.0,peft,2024.0,5.0,32.0,107.0,36.0,128.0,580.0,883.0,-366.0
297,25540.0,peft,2024.0,6.0,48.0,67.0,32.0,139.0,594.0,880.0,-3.0
298,25540.0,peft,2024.0,7.0,37.0,149.0,46.0,204.0,777.0,1213.0,333.0
299,25540.0,peft,2024.0,8.0,39.0,83.0,20.0,119.0,617.0,878.0,-335.0
300,25540.0,peft,2024.0,9.0,25.0,102.0,20.0,0.0,324.0,471.0,-407.0
301,25541.0,langchain,2024.0,3.0,823.0,2956.0,265.0,1292.0,3454.0,8790.0,
302,25541.0,langchain,2024.0,4.0,760.0,3439.0,224.0,974.0,2992.0,8389.0,-401.0
303,25541.0,langchain,2024.0,5.0,751.0,3787.0,198.0,857.0,2740.0,8333.0,-56.0
304,25541.0,langchain,2024.0,6.0,660.0,1703.0,212.0,1133.0,3142.0,6850.0,-1483.0
305,25541.0,langchain,2024.0,7.0,671.0,2812.0,239.0,981.0,2845.0,7548.0,698.0
306,25541.0,langchain,2024.0,8.0,583.0,2504.0,174.0,150.0,1562.0,4973.0,-2575.0
307,25541.0,langchain,2024.0,9.0,645.0,2456.0,179.0,0.0,490.0,3770.0,-1203.0
308,25542.0,qdrant,2024.0,3.0,145.0,624.0,49.0,364.0,528.0,1710.0,
309,25542.0,qdrant,2024.0,4.0,148.0,654.0,46.0,358.0,669.0,1875.0,165.0
310,25542.0,qdrant,2024.0,5.0,179.0,999.0,40.0,673.0,899.0,2790.0,915.0
311,25542.0,qdrant,2024.0,6.0,166.0,792.0,34.0,404.0,538.0,1934.0,-856.0
312,25542.0,qdrant,2024.0,7.0,165.0,979.0,37.0,439.0,607.0,2227.0,293.0
313,25542.0,qdrant,2024.0,8.0,143.0,762.0,40.0,255.0,480.0,1680.0,-547.0
314,25542.0,qdrant,2024.0,9.0,121.0,390.0,35.0,0.0,230.0,776.0,-904.0
315,25543.0,imagen-pytorch,2024.0,1.0,2.0,18.0,2.0,2.0,16.0,40.0,
316,25543.0,imagen-pytorch,2024.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,-38.0
317,25543.0,imagen-pytorch,2024.0,4.0,0.0,2.0,2.0,0.0,5.0,9.0,7.0
318,25543.0,imagen-pytorch,2024.0,5.0,0.0,3.0,0.0,0.0,2.0,5.0,-4.0
319,25543.0,imagen-pytorch,2024.0,6.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0
320,25543.0,imagen-pytorch,2024.0,7.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
321,25543.0,imagen-pytorch,2024.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.0
322,25545.0,chroma,2024.0,3.0,119.0,897.0,35.0,229.0,578.0,1858.0,
323,25545.0,chroma,2024.0,4.0,97.0,549.0,45.0,211.0,634.0,1536.0,-322.0
324,25545.0,chroma,2024.0,5.0,143.0,721.0,38.0,322.0,954.0,2178.0,642.0
325,25545.0,chroma,2024.0,6.0,110.0,470.0,47.0,434.0,875.0,1936.0,-242.0
326,25545.0,chroma,2024.0,7.0,130.0,544.0,52.0,481.0,955.0,2162.0,226.0
327,25545.0,chroma,2024.0,8.0,91.0,530.0,50.0,218.0,838.0,1727.0,-435.0
328,25545.0,chroma,2024.0,9.0,71.0,210.0,26.0,0.0,406.0,713.0,-1014.0
329,25546.0,lora,2024.0,3.0,1.0,0.0,8.0,1.0,6.0,16.0,
330,25546.0,lora,2024.0,4.0,1.0,0.0,5.0,0.0,5.0,11.0,-5.0
331,25546.0,lora,2024.0,5.0,1.0,0.0,1.0,0.0,11.0,13.0,2.0
332,25546.0,lora,2024.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,-11.0
333,25546.0,lora,2024.0,7.0,0.0,0.0,2.0,0.0,5.0,7.0,5.0
334,25546.0,lora,2024.0,8.0,1.0,0.0,0.0,0.0,2.0,3.0,-4.0
335,25546.0,lora,2024.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0
336,25557.0,polars,2024.0,3.0,321.0,1556.0,295.0,438.0,1637.0,4247.0,
337,25557.0,polars,2024.0,4.0,287.0,1547.0,286.0,374.0,1742.0,4236.0,-11.0
338,25557.0,polars,2024.0,5.0,351.0,1871.0,307.0,428.0,1775.0,4732.0,496.0
339,25557.0,polars,2024.0,6.0,370.0,3115.0,305.0,387.0,1764.0,5941.0,1209.0
340,25557.0,polars,2024.0,7.0,301.0,1616.0,354.0,420.0,1769.0,4460.0,-1481.0
341,25557.0,polars,2024.0,8.0,268.0,2080.0,264.0,281.0,1555.0,4448.0,-12.0
342,25557.0,polars,2024.0,9.0,258.0,1870.0,251.0,0.0,542.0,2921.0,-1527.0
